"fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018",nonredeemable noncontrolinginterests....Distributions to nonredeemable,nonredeemable noncontrolinginterests....Distributions to nonredeemable,nonredeemable noncontrolinginterests....Distributions to nonredeemable,nonredeemable noncontrolinginterests....Distributions to nonredeemable,nonredeemable noncontrolinginterests....Distributions to nonredeemable,nonredeemable noncontrolinginterests....Distributions to nonredeemable,nonredeemable noncontrolinginterests....Distributions to nonredeemable,nonredeemable noncontrolinginterests....Distributions to nonredeemable,nonredeemable noncontrolinginterests....Distributions to nonredeemable,,,,,,,,,521,,,,,
"fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018",nonredeemable noncontrolinginterests....Distributions to nonredeemable,nonredeemable noncontrolinginterests....Distributions to nonredeemable,nonredeemable noncontrolinginterests....Distributions to nonredeemable,nonredeemable noncontrolinginterests....Distributions to nonredeemable,nonredeemable noncontrolinginterests....Distributions to nonredeemable,nonredeemable noncontrolinginterests....Distributions to nonredeemable,nonredeemable noncontrolinginterests....Distributions to nonredeemable,nonredeemable noncontrolinginterests....Distributions to nonredeemable,nonredeemable noncontrolinginterests....Distributions to nonredeemable,,,,,,,,,,,,,(228),(228)
"fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018",960,960,960,10,10,10,,"55,846",(264),"(3,896)","2,623","54,319",,,,,,,,,,,
"Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)",,,,,,,,"(13)13,839",,,(5)285,"(18)14,124",,,,,,,,,,,
"Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)",,,,,,,,,853,(271),,582,,,,,,,,,,,
"Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)",,,,,,,,,,,,,,,,,,,,,,,
"Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)",10,10,10,,,,696673,,,,,696,,,,,,,,,,,
"Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)",10,10,10,,,,696673,re-base,,,,,673,,,,,,,,,,
"Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)",(22),(22),(22),(1),(1),(1),(937),"(4,562)",,,,"(5,500)",,,,,,,,,,,
"Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)","Adjustment to adopt ASU 2016-02Net earnings..Other comprehensive income(loss)....Issuances of common stock,andrelated tax effectsShare-based compensationCommon share repurchasesCash dividends paid on commonshares ($4.14 per share)",,,,,,,,,,,"(3,932)",,,,"(3,932)",,,,,,,,
Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,,,,,,,,(316),,,,,,,,,,,,,,,
Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,,,,,,,,(316),,,,,,,,,,,,,,,
Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,,,,,,,,(316),,,,,,,,,,,,,,,
Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,,,,,,,,(316),,,,,,,,,,,,,,,
Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,,,,,,,,(316),,,,,,(316),,,,,,,,,
Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,Redeemable noncontrolling interestfair value and other adjustments .Acquisition and other adjustments ofnonredeemable noncontrollinginterests....Distributions to nonredeemablenoncontrolling interest,,,,,,,,,,,,,,,,,,,,,,,
