Jurisdiction,Sources,Citation,Web link,Web link,Web link,Web link,Web link,Web link,Web link,Web link,
,Ordinance,"Verordnung zum Unterricht fur auslandische Kinder, Jugendliche undHeranwachsende sowie Schiler und Schulerinnen mitMigrationshintergrund, Nov. 24, 2009, Amtsblatt I 2009,at 1818, as amended",https://perma.cc/3PZZ-HMC6,https://perma.cc/3PZZ-HMC6,https://perma.cc/3PZZ-HMC6,https://perma.cc/3PZZ-HMC6,https://perma.cc/3PZZ-HMC6,https://perma.cc/3PZZ-HMC6,https://perma.cc/3PZZ-HMC6,https://perma.cc/3PZZ-HMC6,
Greece,NationalLegislation,"Code of Legislation on the Reception, International Protection of ThirdCountry Nationals and Stateless Persons and Temporary Protection in theEvent of a Mass Influx of Displaced Foreigners, Law 4939/2022, E.K.E.D.2022,A:111, as amended",https://perma.cc/K2R8-4J97,https://perma.cc/K2R8-4J97,https://perma.cc/K2R8-4J97,https://perma.cc/K2R8-4J97,https://perma.cc/K2R8-4J97,https://perma.cc/K2R8-4J97,https://perma.cc/K2R8-4J97,https://perma.cc/K2R8-4J97,
Greece,NationalLegislation,"Establishment of an Asylum Service and a First Reception Service, adaptationof Greek legislation to the provisions of Directive 2008/115/EC，Law3907/2011, E.K.E.D. 2011, A:7",https://perma.cc/6CZP-9VGX,https://perma.cc/6CZP-9VGX,https://perma.cc/6CZP-9VGX,https://perma.cc/6CZP-9VGX,https://perma.cc/6CZP-9VGX,https://perma.cc/6CZP-9VGX,https://perma.cc/6CZP-9VGX,https://perma.cc/6CZP-9VGX,
Greece,NationalLegislation,"Immigration Code, Law 5038/2023, E.K.E.D. 2023, A:81",https://perma.cc/WJW8-28J4,https://perma.cc/WJW8-28J4,https://perma.cc/WJW8-28J4,https://perma.cc/WJW8-28J4,https://perma.cc/WJW8-28J4,https://perma.cc/WJW8-28J4,https://perma.cc/WJW8-28J4,https://perma.cc/WJW8-28J4,
Greece,NationalLegislation,"Immigration and Social Integration Code and Other Provisions,Law4251/2014, E.K.E.D.2014, A:80",https://perma.cc/626B-CFM3,https://perma.cc/626B-CFM3,https://perma.cc/626B-CFM3,https://perma.cc/626B-CFM3,https://perma.cc/626B-CFM3,https://perma.cc/626B-CFM3,https://perma.cc/626B-CFM3,https://perma.cc/626B-CFM3,
Greece,NationalLegislation,"Law on Guardianship of Unaccompanied Minors and Other Provisions, Law4554/2018, E.K.E.D.2018,A:130,as amended",https://perma.cc/3E8D-7H3H,https://perma.cc/3E8D-7H3H,https://perma.cc/3E8D-7H3H,https://perma.cc/3E8D-7H3H,https://perma.cc/3E8D-7H3H,https://perma.cc/3E8D-7H3H,https://perma.cc/3E8D-7H3H,https://perma.cc/3E8D-7H3H,
Jurisdiction,Sources,Sources,Citation,Web link,Web link,Web link,Web link,Web link,,,
,Presidential Decree,Presidential Decree,"Presidential Decree 131/2006, E.K.E.D. 2006, A:143, as ameded",https://perma.cc/A8J3-3ZXR,https://perma.cc/A8J3-3ZXR,https://perma.cc/A8J3-3ZXR,https://perma.cc/A8J3-3ZXR,https://perma.cc/A8J3-3ZXR,,,
,MinisterialDecision,MinisterialDecision,"Ministerial Decision 9889/2020, E.K.E.D.2020, B:3390",https://perma.cc/6LRP-HRUG,https://perma.cc/6LRP-HRUG,https://perma.cc/6LRP-HRUG,https://perma.cc/6LRP-HRUG,,,,
Italy,National,National,"Decreto Legislativo 25 luglio 1998,n. 286, Testo unico delle Disposizioni concernenti la Disciplina dell'Immigrazione e Norme sulla Condizione delloStraniero",https://perma.cc/2ZT9-7K82,https://perma.cc/2ZT9-7K82,https://perma.cc/2ZT9-7K82,https://perma.cc/2ZT9-7K82,https://perma.cc/2ZT9-7K82,,,
,Legislation,Legislation,Legislation,Legislation,Legislation,https://perma.cc/2ZT9-7K82,https://perma.cc/2ZT9-7K82,https://perma.cc/2ZT9-7K82,,,
,,,"Decreto Legislativo 25 luglio 1998,n. 286, Testo unico delle Disposizioni concernenti la Disciplina dell'Immigrazione e Norme sulla Condizione delloStraniero",https://perma.cc/2ZT9-7K82,https://perma.cc/2ZT9-7K82,"Decreto Legislativo 18 agosto 2015,n. 142 Attuazione della Direttiva2013/33/UE recante Norme relativeallAccoglienza dei RichiedentiProtezione Internazionale，nonche' della Direttiva 2013/32/UE，recanteProcedure Comuni ai fini del Riconoscimento e della Revoca dello Status diProtezione Internazionale",https://perma.cc/N42N-27F8,https://perma.cc/N42N-27F8,https://perma.cc/N42N-27F8,https://perma.cc/N42N-27F8,https://perma.cc/N42N-27F8
,,,"Legge 4 maggio 1983, n. 184",https://perma.cc/P2BP-QF7Y,https://perma.cc/P2BP-QF7Y,https://perma.cc/P2BP-QF7Y,https://perma.cc/P2BP-QF7Y,,,,
,,,"Legge 27 maggio 1991, n. 176, Ratifica ed Esecuzione della Convenzione suiDiriti del Fanciullo, fatta a New York il 20 Novembre 1989 (Nov.11, 1991)",https://perma.cc/WT33-AF9L,https://perma.cc/WT33-AF9L,https://perma.cc/WT33-AF9L,https://perma.cc/WT33-AF9L,,,,
,,,"Legge 27 maggio 1991, n. 176, Ratifica ed Esecuzione della Convenzione suiDiriti del Fanciullo, fatta a New York il 20 Novembre 1989 (Nov.11, 1991)",https://perma.cc/WT33-AF9L,https://perma.cc/WT33-AF9L,https://perma.cc/WT33-AF9L,https://perma.cc/WT33-AF9L,,,,
,,,"Legge 30 luglio 2002,n. 189，Modifica alla Normativa in materia diImmigrazione e di Asilo",https://perma.cc/A55H-8DAZ,https://perma.cc/A55H-8DAZ,https://perma.cc/A55H-8DAZ,https://perma.cc/A55H-8DAZ,,,,
,,,"Legge 7 aprile 2017, n. 47 Disposizioni in materia di Misure di Protezione deiMinori Stranieri non Accompagnati (June 5, 2017)",https://perma.cc/U9GD-SLN8,https://perma.cc/U9GD-SLN8,https://perma.cc/U9GD-SLN8,https://perma.cc/U9GD-SLN8,,,,
,Regulation,Regulation,"Decreto del Presidente del Consiglio dei Ministri 9 dicembre 1999, n. 535,Regolamento concernente i Compiti del Comitato per i Minori Stranieri, a norma del'Articolo 33,commi 2 e 2-bis, del Decreto Legislativo 25 luglio1998, n. 286",https://perma.cc/A5UY-MD89,https://perma.cc/A5UY-MD89,https://perma.cc/A5UY-MD89,https://perma.cc/A5UY-MD89,,,,
,Regulation,Regulation,"Decreto del Presidente della Repubblica 31 agosto 1999, n. 394, Regolamentorecante Norme di Attuazione del Testo Unico delle Disposizioni concernentila Disciplina dell'Immigrazione e Norme sulla Condizione dello Straniero,a norma dell'articolo 1, comma 6, del Decreto Legislativo 25 luglio 1998, n. 286",https://perma.cc/8BYK-FKER,https://perma.cc/8BYK-FKER,https://perma.cc/8BYK-FKER,https://perma.cc/8BYK-FKER,,,,
Malta,Constitution,Constitution,Constitution of Malta,https://perma.cc/XPM8-2DSG,https://perma.cc/XPM8-2DSG,https://perma.cc/XPM8-2DSG,https://perma.cc/XPM8-2DSG,https://perma.cc/XPM8-2DSG,,,
Jurisdiction,Sources,Citation,Web link,Web link,Web link,Web link,Web link,,,,
,NationalLegislation,Children and Young Persons (Care Orders) Act,https://perma.cc/3U5N-N8GL,https://perma.cc/3U5N-N8GL,https://perma.cc/3U5N-N8GL,https://perma.cc/3U5N-N8GL,https://perma.cc/3U5N-N8GL,,,,
,NationalLegislation,Immigration Act,https://perma.cc/DB8H-4LC7,https://perma.cc/DB8H-4LC7,https://perma.cc/DB8H-4LC7,https://perma.cc/DB8H-4LC7,https://perma.cc/DB8H-4LC7,,,,
,NationalLegislation,International Protection Act,https://perma.cc/XN2G-X4YW,https://perma.cc/XN2G-X4YW,https://perma.cc/XN2G-X4YW,https://perma.cc/XN2G-X4YW,https://perma.cc/XN2G-X4YW,,,,
,NationalLegislation,Minor Protection (Alternative Care) Act,https://perma.cc/B9F-V6HM,https://perma.cc/B9F-V6HM,https://perma.cc/B9F-V6HM,https://perma.cc/B9F-V6HM,https://perma.cc/B9F-V6HM,,,,
,NationalLegislation,"Agency for the Welfare of Asylum Seekers Regulations, SL217.11",https://perma.cc/3R6U-4WUU,https://perma.cc/3R6U-4WUU,https://perma.cc/3R6U-4WUU,https://perma.cc/3R6U-4WUU,https://perma.cc/3R6U-4WUU,,,,
,Regulation,"Family Reunification Regulations, SL 217.06",https://perma.cc/JHZ7-HGWB,https://perma.cc/JHZ7-HGWB,https://perma.cc/JHZ7-HGWB,https://perma.cc/JHZ7-HGWB,https://perma.cc/JHZ7-HGWB,,,,
,Regulation,"International Protection Appeals Tribunal (Procedures） Regulations, SL420.01",https://perma.cc/U4C6-PA3Z,https://perma.cc/U4C6-PA3Z,https://perma.cc/U4C6-PA3Z,https://perma.cc/U4C6-PA3Z,https://perma.cc/U4C6-PA3Z,,,,
,Regulation,"Procedural Standards for Granting and Withdrawing International Protection Regulations, SL 420.07",https://perma.cc/9JL9-BKGJ,https://perma.cc/9JL9-BKGJ,https://perma.cc/9JL9-BKGJ,https://perma.cc/9JL9-BKGJ,https://perma.cc/9JL9-BKGJ,,,,
,Regulation,"Reception of Asylum Seekers Regulations, SL 420.06",https://perma.cc/JPE5-KGHB,https://perma.cc/JPE5-KGHB,https://perma.cc/JPE5-KGHB,https://perma.cc/JPE5-KGHB,https://perma.cc/JPE5-KGHB,,,,
,Regulation,"Temporary Protection for Displaced Persons (Minimum Standards)Regulations, SL 420.05",https://perma.cc/2LWL-F7PC,https://perma.cc/2LWL-F7PC,https://perma.cc/2LWL-F7PC,https://perma.cc/2LWL-F7PC,https://perma.cc/2LWL-F7PC,,,,
Russia,Treaty,Agreement Among the Commonwealth of Independent States Member States on Cooperation in Questions of Returning Minors to the States of their Permanent Residency,https://perma.cc/5RFU-Y2BA,https://perma.cc/5RFU-Y2BA,https://perma.cc/5RFU-Y2BA,https://perma.cc/5RFU-Y2BA,https://perma.cc/5RFU-Y2BA,,,,
Russia,NationalLegislation,"Decree of the Russian Federation President No. 748 of July 21,1997,onApproving the Statute on Granting Political Asylum by the Russian Federation, last amended on Dec. 18, 2018",https://perma.cc/R7UC-Z5P7,https://perma.cc/R7UC-Z5P7,https://perma.cc/R7UC-Z5P7,https://perma.cc/R7UC-Z5P7,https://perma.cc/R7UC-Z5P7,,,,
Russia,NationalLegislation,"Family Code of the Russian Federation, Federal Law No.223-FZ, adopted onDec. 29,1995, last amended on Dec.19, 2022",https://perma.cc/8FX8-ZSQC,https://perma.cc/8FX8-ZSQC,https://perma.cc/8FX8-ZSQC,https://perma.cc/8FX8-ZSQC,https://perma.cc/8FX8-ZSQC,,,,
Russia,NationalLegislation,"Federal Law on the Basic Guarantees of the Rights of the Child in the RussianFederation, No.124-FZ, adopted on July 24, 1998,last amended on Dec. 29,2022",https://perma.cc/YUX2-REL8,https://perma.cc/YUX2-REL8,https://perma.cc/YUX2-REL8,https://perma.cc/YUX2-REL8,https://perma.cc/YUX2-REL8,,,,
Jurisdiction,Sources,Citation,Web link,Web link,Web link,Web link,Web link,,,,
,,"Federal Law on the Legal Status of Foreign Citizens in the Russian Federation, No.115-FZ,adopted on July 25, 2002, last amended on Dec. 29,2022",https://perma.cc/K675-3B3Y,https://perma.cc/K675-3B3Y,https://perma.cc/K675-3B3Y,https://perma.cc/K675-3B3Y,https://perma.cc/K675-3B3Y,,,,
,,"Federal Law on Refugees of the Russian Federation, No. 4528-1, adopted onFeb.19,1993, last amended on July 14, 2022",https://perma.cc/Y9UQ-7JXS,https://perma.cc/Y9UQ-7JXS,https://perma.cc/Y9UQ-7JXS,https://perma.cc/Y9UQ-7JXS,https://perma.cc/Y9UQ-7JXS,,,,
,,"Federal Law on Foundations of the System of Prevention of Underage Vagrancy and Juvenile Delinquency, No. 120-FZ, adopted on June 24, 1999,last amended on Nov. 21, 2022",https://perma.cc/J83E-VPZ9,https://perma.cc/J83E-VPZ9,https://perma.cc/J83E-VPZ9,https://perma.cc/J83E-VPZ9,https://perma.cc/J83E-VPZ9,,,,
,,"Federal Law on Guardianship and Custody, No. 48-FZ, adopted on Apr. 24, 2008, last amended on Apr. 30, 2021",https://perma.cc/U75H-XAL4,https://perma.cc/U75H-XAL4,https://perma.cc/U75H-XAL4,https://perma.cc/U75H-XAL4,https://perma.cc/U75H-XAL4,,,,
Turkey,NationalLegislation,"Yabancilar ve Uluslararas1 Koruma Kanunu (LFIP), Law No. 6458, OfficialGazette (O.G.) No. 28615, Apr. 11, 2013",https://perma.cc/B4Z6-9DZG,https://perma.cc/B4Z6-9DZG,https://perma.cc/B4Z6-9DZG,https://perma.cc/B4Z6-9DZG,https://perma.cc/B4Z6-9DZG,,,,
,Regulation,"Cocuk Koruma Hizmetleri Planlama ve Cocuk Bakim KuruluslarininCalisma Usul ve Esaslar1 Hakkinda Yonetmelik, O.G. No. 31945, Sept. 6, 2022",https://perma.cc/X3BK-FKCT,https://perma.cc/X3BK-FKCT,https://perma.cc/X3BK-FKCT,https://perma.cc/X3BK-FKCT,https://perma.cc/X3BK-FKCT,,,,
,Regulation,"Gegici Koruma Yonetmeligi, O.G. No.29153, Oct. 22, 2014",https://perma.cc/3BHD-J4KT,https://perma.cc/3BHD-J4KT,https://perma.cc/3BHD-J4KT,https://perma.cc/3BHD-J4KT,https://perma.cc/3BHD-J4KT,,,,
,Regulation,"Yabancilar ve Uluslararasi Koruma Kanununun Uygulanmasina iliskinYonetmelik, O.G. No. 29656, Mar. 17, 2016",https://perma.cc/ED6X-66PA,https://perma.cc/ED6X-66PA,https://perma.cc/ED6X-66PA,https://perma.cc/ED6X-66PA,https://perma.cc/ED6X-66PA,,,,
,AdministrativeDirective,"Refakatsiz Cocuklar Yonergesi, Oct. 20, 2015",https://perma.cc/VL77-6BEL,https://perma.cc/VL77-6BEL,https://perma.cc/VL77-6BEL,https://perma.cc/VL77-6BEL,https://perma.cc/VL77-6BEL,,,,
,AdministrativeCircular,Gecici Koruma Kapsamindaki Yabancilarin Islemleri Hakkinda IcisleriBakanlig1 Genelgesi No. 2017/10,https://perma.cc/YP6V-RS3Z,https://perma.cc/YP6V-RS3Z,https://perma.cc/YP6V-RS3Z,https://perma.cc/YP6V-RS3Z,https://perma.cc/YP6V-RS3Z,,,,
UnitedKingdom,NationalLegislation,"Asylum and Immigration (Treatment of Claimants, etc.) Act 2004, c. 19",https://perma.cc/Z9WT-AXVR,https://perma.cc/Z9WT-AXVR,https://perma.cc/Z9WT-AXVR,https://perma.cc/Z9WT-AXVR,https://perma.cc/Z9WT-AXVR,,,,
UnitedKingdom,NationalLegislation,"Borders, Citizenship and Immigration Act 2009, c. 11",https://perma.cc/E726-DLMW,https://perma.cc/E726-DLMW,https://perma.cc/E726-DLMW,https://perma.cc/E726-DLMW,https://perma.cc/E726-DLMW,,,,
UnitedKingdom,NationalLegislation,"Care Standards Act 2000, c. 14",https://perma.cc/DP48-BM6E,https://perma.cc/DP48-BM6E,https://perma.cc/DP48-BM6E,https://perma.cc/DP48-BM6E,https://perma.cc/DP48-BM6E,,,,
UnitedKingdom,NationalLegislation,"Care Planning, Placement and Case Review (England) Regulations 2010, SI2010/959",https://perma.cc/K7F2-LGRD,https://perma.cc/K7F2-LGRD,https://perma.cc/K7F2-LGRD,https://perma.cc/K7F2-LGRD,https://perma.cc/K7F2-LGRD,,,,
UnitedKingdom,NationalLegislation,"Children Act 1989, c. 41",https://perma.cc/NV9L-YLFD,https://perma.cc/NV9L-YLFD,https://perma.cc/NV9L-YLFD,https://perma.cc/NV9L-YLFD,https://perma.cc/NV9L-YLFD,,,,
Jurisdiction,Sources,Sources,Sources,Citation,Web link,,,,,,
,,,,"Children (Northern Ireland) Order 1995, SI 1995/755",https://perma.cc/T2L5-2CSV,,,,,,
,,,,,,"Children (Scotland) Act 1995, c. 36",https://perma.cc/LA93-FV52,,,,
,,,,,,"Children and Social Work Act 2017, c. 16",https://perma.cc/B6CX-5DYA,,,,
,,,,Foster Children (Scotland) Act 1984,https://perma.cc/325F-NJDV,,,,,,
,,,,"Human Rights Act 1998, c. 42",https://perma.cc/AA3R-SEZB,,,,,,
,,,,"Illegal Migration Bill, HL Bill133",https://perma.cc/E7XE-2WW2,,,,,,
,,,,"Immigration Act 1971, c. 77",https://perma.cc/4KSN-42ZB,,,,,,
,,,,"Immigration Act 2016, c. 19",https://perma.cc/JRK9-X3FV,,,,,,
,,,,,"Legal Aid, Sentencing and Punishment of Ofenders Act 2012, c.10",https://perma.cc/ME72-RZUZ,,,,,
,,,,"Nationality, Immigration and Asylum Act 2002, c. 41",https://perma.cc/L5C5-8DMZ,,,,,,
,,,,"Nationality and Borders Act 2022, c. 36",https://perma.cc/4F67-E3C8,,,,,,
,,,,"Social Services and Welbeing (Wales) Act 2014, anaw 4",https://perma.cc/MM6K-RX7R,,,,,,
,,,,"UK Borders Act 2007, c. 30",https://perma.cc/9ECA-L9KE,,,,,,
,Regulation,Regulation,Regulation,"Asylum Seekers (Reception Conditions) Regulations 2005, SI 2005/7",https://perma.cc/K7BD-CJJN,,,,,,
,Regulation,Regulation,Regulation,Immigration Rules,https://perma.cc/7CN3-QU72,,,,,,
,Regulation,Regulation,Regulation,"Legal Aid, Sentencing and Punishment of Offenders Act 2012 (Legal Aid for Separated Children) (Miscellaneous Amendments) Order 2019, SI 2019/1396",https://perma.cc/53QU-7EQ2,,,,,,
,Regulation,Regulation,Regulation,Refugee or Person in Need of International Protection (Qualification)Regulations 2006,https://perma.cc/NR7R-LACL,,,,,,
,Case Law,Case Law,Case Law,AN & FA v. Secretary of State for the Home Department [2012] EWCA (Civ)1636,https://perma.cc/B5KK-CNTB,,,,,,
,Case Law,Case Law,Case Law,B v. London Borough of Merton [2003] EWHC 1689 (Admin),https://perma.cc/4R6Y-EL6A,,,,,,
Jurisdiction,Sources,Citation,Web link,Web link,Web link,Web link,Web link,,,,
AdministrativeGuidance,AdministrativeGuidance,,R v Secretary of State for the Home Department [2017] EWCA (Civ) 138,R v Secretary of State for the Home Department [2017] EWCA (Civ) 138,R v Secretary of State for the Home Department [2017] EWCA (Civ) 138,R v Secretary of State for the Home Department [2017] EWCA (Civ) 138,R v Secretary of State for the Home Department [2017] EWCA (Civ) 138,,,,
AdministrativeGuidance,AdministrativeGuidance,,"R v Secretary of State for the Home Department, ex P. Thangarasa and R v Secretary of State for the Home Department, ex P. Yogathas [2002] UKHL 36",https://perma.cc/YA6V-SJPC,https://perma.cc/YA6V-SJPC,https://perma.cc/YA6V-SJPC,https://perma.cc/YA6V-SJPC,,,,
AdministrativeGuidance,AdministrativeGuidance,,ZL & VL v Secretary of State for the Home Department [2003] EWCA (Civ)25,https://perma.cc/GZX8-UKWQ,https://perma.cc/GZX8-UKWQ,https://perma.cc/GZX8-UKWQ,https://perma.cc/GZX8-UKWQ,,,,
AdministrativeGuidance,AdministrativeGuidance,,"R (on application of AAA, AHA, et al.) v. Secretary of State for the HomeDepartment [2022] EWHC 3230 (Admin)",https://perma.cc/V2KB-377W,https://perma.cc/V2KB-377W,https://perma.cc/V2KB-377W,https://perma.cc/V2KB-377W,,,,
AdministrativeGuidance,AdministrativeGuidance,,ZH v Secretary of State for the Home Department [2011] UKSC 4,https://perma.cc/63JJ-KYR6,https://perma.cc/63JJ-KYR6,https://perma.cc/63JJ-KYR6,https://perma.cc/63JJ-KYR6,,,,
AdministrativeGuidance,AdministrativeGuidance,"Biological Eualuation Methods to Assist in Assessing the Age of Unaccompanied Asylum-Seeking Children (Oct. 2022),",https://perma.cc/H4VS-8WKP,https://perma.cc/H4VS-8WKP,https://perma.cc/H4VS-8WKP,https://perma.cc/H4VS-8WKP,https://perma.cc/H4VS-8WKP,,,,
AdministrativeGuidance,AdministrativeGuidance,"Department for Education, Extending Personal Adviser Support to all CareLeavers to Age 25 Statutory Guidance for Local Authorities (Feb. 2018)",https://perma.cc/98WA-3QJA,https://perma.cc/98WA-3QJA,https://perma.cc/98WA-3QJA,https://perma.cc/98WA-3QJA,https://perma.cc/98WA-3QJA,,,,
AdministrativeGuidance,AdministrativeGuidance,"Gov.uk, Guidance: Certification of Protection and Human Rights Claims UnderSection 94 of the Nationality， Immigration and Asylum Act 2002 (ClearlyUnfounded Claims) (Accessible) (last updated Apr. 18, 2023),",https://perma.cc/Q2AP-GUY2,https://perma.cc/Q2AP-GUY2,https://perma.cc/Q2AP-GUY2,https://perma.cc/Q2AP-GUY2,https://perma.cc/Q2AP-GUY2,,,,
AdministrativeGuidance,AdministrativeGuidance,"Gov.uk, Guidance: Risks of Illegal Migration to the UK (June 17, 2022)",https://perma.cc/N2LR-5H9K,https://perma.cc/N2LR-5H9K,https://perma.cc/N2LR-5H9K,https://perma.cc/N2LR-5H9K,https://perma.cc/N2LR-5H9K,,,,
AdministrativeGuidance,AdministrativeGuidance,"Gov.uk, Guidance, Temporary Additional Funding - National Transfer Scheme(Accessible Version) (last updated May 2, 2023)",https://perma.cc/W9MD-73A5,https://perma.cc/W9MD-73A5,https://perma.cc/W9MD-73A5,https://perma.cc/W9MD-73A5,https://perma.cc/W9MD-73A5,,,,
AdministrativeGuidance,AdministrativeGuidance,"Gov.uk, Inadmissbility: Safe Third Country Cases (Accessible (last updated May11, 2022)",https://perma.cc/N5MR-HPN6,https://perma.cc/N5MR-HPN6,https://perma.cc/N5MR-HPN6,https://perma.cc/N5MR-HPN6,https://perma.cc/N5MR-HPN6,,,,
AdministrativeGuidance,AdministrativeGuidance,"Home Of,Interpreters Code of Conduct (ver. 4.0 Nov.30,2021)",https://perma.cc/KHK9-YPEY,https://perma.cc/KHK9-YPEY,https://perma.cc/KHK9-YPEY,https://perma.cc/KHK9-YPEY,https://perma.cc/KHK9-YPEY,,,,
AdministrativeGuidance,AdministrativeGuidance,"Home Off., Children's Asylum Claims (ver. 4.0, Dec. 31, 2020)",https://perma.cc/78NC-6LSL,https://perma.cc/78NC-6LSL,https://perma.cc/78NC-6LSL,https://perma.cc/78NC-6LSL,https://perma.cc/78NC-6LSL,,,,
AdministrativeGuidance,AdministrativeGuidance,"Home Off., Criminal Casework Managing Foreign National Ofenders Under 18Years Old (ver. 6.0, Jan. 14, 2016)",https://perma.cc/3CYK-SM2R,https://perma.cc/3CYK-SM2R,https://perma.cc/3CYK-SM2R,https://perma.cc/3CYK-SM2R,https://perma.cc/3CYK-SM2R,,,,
AdministrativeGuidance,AdministrativeGuidance,"Home Off., Discretionary Leave (ver. 10.0, Mar. 16,2023)",https://perma.cc/35M2-P6NB,https://perma.cc/35M2-P6NB,https://perma.cc/35M2-P6NB,https://perma.cc/35M2-P6NB,https://perma.cc/35M2-P6NB,,,,
AdministrativeGuidance,AdministrativeGuidance,"Home Off., Family Reunion: For Individuals With Protection Status in the UK(ver. 9.0,Apr. 12, 2023)",https://perma.cc/J7PP-QUHE,https://perma.cc/J7PP-QUHE,https://perma.cc/J7PP-QUHE,https://perma.cc/J7PP-QUHE,https://perma.cc/J7PP-QUHE,,,,
